Year,Month,AGE_BEN_SNDS,BEN_SEX_COD,RAC,FLT_PAI_MNT
2021,6,80,2,279783068.65,1329548258.09
2021,6,99,0,419.01,265201203.17
2021,6,99,1,336105.25,30467750.06
2021,6,99,2,342806.93,12052682.16
2021,7,0,0,242.06,728.8
2021,7,0,1,211777792.02,620488698.75
2021,7,0,2,217280806.72,571359822.81
2021,7,20,0,0.0,124.51
2021,7,20,1,85632949.55,294355610.69
2021,7,20,2,134998299.06,444824316.69
2021,7,30,0,0.0,3.96
2021,7,30,1,118143749.59,387893899.55
2021,7,30,2,188732218.69,627054104.82
2021,7,40,1,172349832.86,537514227.26
2021,7,40,2,236946536.31,697122514.17
2021,7,50,1,245022629.98,836730226.67
2021,7,50,2,302108448.45,935133082.08
2021,7,60,1,249338033.05,1773490177.42
2021,7,60,2,297309190.69,1049987429.23
2021,7,70,0,0.0,44.06
2021,7,70,1,223131385.76,1118666615.19
2021,7,70,2,280462203.4,1103002797.13
2021,7,80,0,7542.070000000001,22084.47
2021,7,80,1,136309307.01,788386242.57
2021,7,80,2,247962160.97,1212033790.63
2021,7,99,0,114406.16,103520391.11
2021,7,99,1,241415.38,8829119.63
2021,7,99,2,294458.83,14593131.79
2021,8,0,0,56.47000000000003,851.03
2021,8,0,1,147191958.46,445710517.12
2021,8,0,2,153234519.94,421556309.88
2021,8,20,1,70275839.02,299812392.04
2021,8,20,2,111535107.59,434910410.8
2021,8,30,1,88021102.83,361464599.16
2021,8,30,2,141323897.88,562245018.89
2021,8,40,1,124447059.96,461136822.41
2021,8,40,2,170761199.5,580182084.7
2021,8,50,1,175298847.88,702105378.37
2021,8,50,2,215427781.91,768190647.1
2021,8,60,0,0.0,600.0
2021,8,60,1,178355522.66,1272007213.46
2021,8,60,2,207446651.59,865589776.72
2021,8,70,1,164781448.77,981608627.43
2021,8,70,2,201082423.21,931393318.45
2021,8,80,0,23027.62,69408.38
2021,8,80,1,107751627.25,719599388.63
2021,8,80,2,200821759.85,1104696561.1
2021,8,99,0,258.65000000000003,29036484.23
2021,8,99,1,211844.98,8735744.36
2021,8,99,2,221710.3,2377640.0
2021,9,0,0,24308.41,119147.36
2021,9,0,1,228846506.96,611527647.12
2021,9,0,2,238090613.85,579962415.21
2021,9,20,1,86165760.47,320331749.33
2021,9,20,2,135548645.55,476151510.21
2021,9,30,1,114318468.26,408031007.93
2021,9,30,2,183072681.13,657630972.01
2021,9,40,1,166474144.0,546358592.29
2021,9,40,2,229079170.25,701609575.4
2021,9,50,0,0.0,75.11
2021,9,50,1,230041072.62,827780854.68
2021,9,50,2,281302783.43,916360239.7
2021,9,60,0,0.0,190.14
2021,9,60,1,229214907.42,1243866825.44
2021,9,60,2,271608477.72,1028399064.82
2021,9,70,0,0.0,44.06
2021,9,70,1,205672854.06,1110975477.9
2021,9,70,2,259620910.59,1094432339.67
2021,9,80,0,5508.12,16053.79
2021,9,80,1,128497619.43,795265665.02
2021,9,80,2,236377225.31,1226663078.03
2021,9,99,0,52.890000000000015,219963913.36
2021,9,99,1,248744.6,11634239.52
2021,9,99,2,273636.37,11057058.14
2021,10,0,0,87.50000000000001,961.98
2021,10,0,1,231327254.15,665988262.76
2021,10,0,2,237368473.82,613118199.41
2021,10,20,1,87813193.94,302306269.59
2021,10,20,2,139169543.72,458392957.08
2021,10,30,1,120195443.2,399947692.75
2021,10,30,2,194437997.39,656872860.09
2021,10,40,1,176405979.31,547471137.09
2021,10,40,2,244388345.82,714104001.95
2021,10,50,1,248749388.68,849120437.91
2021,10,50,2,308250989.3,954686165.6
2021,10,60,1,257598959.48,1298676810.26
2021,10,60,2,310670743.09,1094843109.19
2021,10,70,1,233340773.91,1158136937.38
2021,10,70,2,295020977.27,1158043177.46
2021,10,80,0,2089.2,5926.28
2021,10,80,1,137952629.37,804095420.23
2021,10,80,2,248772072.06,1232539481.7
2021,10,99,0,975.49,108473738.49
2021,10,99,1,295208.47,7267176.57
2021,10,99,2,271408.12,6629194.52
2021,11,0,0,74.82,659.17
2021,11,0,1,228573339.45,644900023.03
2021,11,0,2,236816995.21,600661736.1
2021,11,20,1,84971406.87,277799430.44
2021,11,20,2,136030105.69,430542665.07
2021,11,30,1,116807555.86,379201093.32
2021,11,30,2,189329782.15,630264300.07
2021,11,40,1,172175482.44,531043489.67
2021,11,40,2,239279149.17,695353586.89
2021,11,50,1,242626851.06,833221922.59
2021,11,50,2,299300263.83,933575233.11
2021,11,60,0,0.0,2956.44
2021,11,60,1,257556714.38,1458414547.08
2021,11,60,2,304971869.95,1090065158.03
2021,11,70,1,237626661.32,1178725206.85
2021,11,70,2,295034819.74,1167354176.8
2021,11,80,0,2506.03,7632.78
2021,11,80,1,142110132.24,814767517.0
2021,11,80,2,254872141.42,1244110665.62
2021,11,99,0,0.0,206537759.46
2021,11,99,1,276616.12,30047989.49
2021,11,99,2,245779.74,8188843.56
2021,12,0,0,341.37,2419.88
2021,12,0,1,250389726.67,786958448.18
2021,12,0,2,256423312.96,730816109.72
2021,12,20,0,0.0,59.65
2021,12,20,1,91860272.69,325448794.04
2021,12,20,2,143886144.44,490963304.54
2021,12,30,1,128212006.07,438799098.59
2021,12,30,2,202160125.38,703084763.27
2021,12,40,1,190146643.25,604767382.71
2021,12,40,2,257244508.68,777841595.07
2021,12,50,1,267865835.13,928981400.66
2021,12,50,2,325690405.7,1036590407.08
2021,12,60,0,0.0,149899.0
2021,12,60,1,285421499.71,1520655396.33
2021,12,60,2,333350001.6,1190564234.58
2021,12,70,1,260347982.64,1274805038.55
2021,12,70,2,316953237.02,1251377949.16
2021,12,80,0,418.62,1073.24
2021,12,80,1,149975215.97,858927279.89
2021,12,80,2,266721558.89,1299520358.7
2021,12,99,0,238268.07,50727796.41
2021,12,99,1,237647.58,4792769.09
2021,12,99,2,290430.18,2744469.29
2022,1,0,0,18.75,93.75
2022,1,0,1,201242948.31,756603113.44
2022,1,0,2,208320973.19,717141946.84
2022,1,20,1,76250219.66,325348340.7
2022,1,20,2,121464806.96,485279413.54
2022,1,30,1,104924649.5,418544350.26
2022,1,30,2,166693044.09,663230062.92
2022,1,40,1,152491060.04,555392505.35
2022,1,40,2,205535570.49,716775850.24
2022,1,50,1,212146651.12,832865542.36
2022,1,50,2,253336328.96,918566442.51
2022,1,60,0,0.0,9387.0
2022,1,60,1,223060443.5,1492047709.9
2022,1,60,2,254362868.43,1016328193.1
2022,1,70,1,206206125.41,1105162323.39
2022,1,70,2,247800064.6,1069841607.43
2022,1,80,0,881.05,5462.82
2022,1,80,1,123793736.17,770858475.76
2022,1,80,2,222053788.71,1174422220.99
2022,1,99,0,0.0,45073029.55
2022,1,99,1,301481.54,7770493.97
2022,1,99,2,278140.7,3899739.1
2022,2,0,0,0.0,519.32
2022,2,0,1,196898045.65,653136707.67
2022,2,0,2,204910109.02,614153697.12
2022,2,20,0,0.0,28.0
2022,2,20,1,78901123.53,287390588.08
2022,2,20,2,126526720.39,440482002.29
2022,2,30,1,108216289.21,382901622.68
2022,2,30,2,174910713.71,629199374.91
2022,2,40,1,160858495.09,521501302.44
2022,2,40,2,222456783.17,696782274.7
2022,2,50,1,229196857.73,800579698.56
2022,2,50,2,282122619.24,909312696.35
2022,2,60,0,0.0,3.45
2022,2,60,1,242121689.28,1375719027.54
2022,2,60,2,285293147.55,1024984228.97
2022,2,70,1,222047544.54,1106402795.25
2022,2,70,2,271053720.05,1085019395.37
2022,2,80,1,126604822.54,755527390.25
2022,2,80,2,223190205.71,1145236720.29
2022,2,99,0,5326.639999999999,103363471.13
2022,2,99,1,241185.77,10494013.39
2022,2,99,2,270783.84,8568343.57
2022,3,0,0,1141.08,1647.57
2022,3,0,1,240262193.65,700970250.25
2022,3,0,2,252680912.36,660659837.92
2022,3,20,0,272.91,273.0
2022,3,20,1,89236955.76,302225557.22
2022,3,20,2,145413968.3,466952375.38
2022,3,30,1,123791057.66,409232021.45
2022,3,30,2,202920606.36,674902066.45
2022,3,40,1,184992820.09,569623277.84
2022,3,40,2,259998179.59,762471218.72
2022,3,50,1,259894477.8,885980625.53
2022,3,50,2,326857721.57,1011274982.23
2022,3,60,0,0.0,2375.0
2022,3,60,1,271457659.11,1399191477.29
2022,3,60,2,326650243.89,1143847972.52
2022,3,70,1,246996312.16,1218210536.73
2022,3,70,2,309219092.07,1207774093.21
2022,3,80,0,649.3399999999999,3662.63
2022,3,80,1,143421540.73,840823942.61
2022,3,80,2,257436982.1,1289320457.38
2022,3,99,0,11547.73,259498709.16
2022,3,99,1,247042.3,19175778.95
2022,3,99,2,285533.84,7882232.0
2022,4,0,0,0.0,505.08
2022,4,0,1,220537637.23,636978334.47
2022,4,0,2,226360545.39,591564594.81
2022,4,20,1,83636782.64,277073483.22
2022,4,20,2,131806564.01,423935225.85
2022,4,30,1,113567453.14,374292305.67
2022,4,30,2,183319304.65,617585940.55
2022,4,40,1,164529915.27,520005639.97
2022,4,40,2,229554045.13,691623189.78
2022,4,50,1,233959143.69,814758199.55
2022,4,50,2,289705667.08,923812916.82
2022,4,60,1,247704476.28,1385084757.91
2022,4,60,2,296920526.2,1064634540.43
2022,4,70,1,230607035.31,1160395449.85
2022,4,70,2,288659198.13,1142851788.69
2022,4,80,0,825.38,2483.1
2022,4,80,1,131899755.47,782764396.75
2022,4,80,2,234126077.51,1177654550.03
2022,4,99,0,182.49,640319969.18
2022,4,99,1,224743.92,45080143.12
2022,4,99,2,221551.32,58274136.07
2022,5,0,0,0.0,1168.18
2022,5,0,1,239006883.48,647311517.49
2022,5,0,2,245770919.0,601258799.48
2022,5,20,0,0.0,150.35
2022,5,20,1,93598031.15,292922372.84
2022,5,20,2,145768730.8,454083861.25
2022,5,30,1,127329453.82,401425859.45
2022,5,30,2,203476937.29,666721428.4
2022,5,40,1,182038833.65,558097377.58
2022,5,40,2,253674589.68,742232680.28
2022,5,50,1,258002154.38,890767356.96
2022,5,50,2,321245672.58,1006836323.19
2022,5,60,1,272254735.49,1644517474.66
2022,5,60,2,325322429.92,1165461736.04
2022,5,70,1,255912789.22,1292906247.04
2022,5,70,2,322596975.03,1279025759.16
2022,5,80,0,3478.16,13325.89
2022,5,80,1,146414592.98,875394928.62
2022,5,80,2,264127965.12,1315274538.48
2022,5,99,0,1898.96,138593290.56
2022,5,99,1,263811.94,15390004.67
2022,5,99,2,270519.36,7085758.04
2022,6,0,0,112.81,373.9
2022,6,0,1,243292241.04,662413215.67
2022,6,0,2,247348369.56,608672861.21
2022,6,0,9,1031.78,2074.41
2022,6,20,1,93032753.98,288970067.62
2022,6,20,2,143128557.84,446769735.27
2022,6,20,9,1687.3099999999995,7861.599999999999
2022,6,30,1,127365214.58,395703135.77
2022,6,30,2,203306854.89,662650460.2
2022,6,30,9,546.7099999999999,1896.72
2022,6,40,0,0.0,2.0
2022,6,40,1,183734754.84,555632573.26
2022,6,40,2,253856819.43,735547579.58
2022,6,40,9,1506.1799999999998,4612.969999999999
2022,6,50,1,260952839.7,883452458.01
2022,6,50,2,321475986.85,993340270.4
2022,6,50,9,0.0,1071.31
2022,6,60,1,273852470.12,1592815971.84
2022,6,60,2,327659516.84,1152611103.9
2022,6,60,9,114.48000000000008,1171.55
2022,6,70,1,256230236.31,1277449560.31
2022,6,70,2,321726306.99,1259503744.04
2022,6,70,9,539.23,2184.33
2022,6,80,0,2755.21,8952.78
2022,6,80,1,149582217.97,871048388.49
2022,6,80,2,269707889.81,1308485739.2
2022,6,80,9,87.60000000000008,1615.48
2022,6,99,0,251.29,189842736.14
2022,6,99,1,296750.2,11891386.31
2022,6,99,2,294567.63,21033290.91
2022,6,99,9,0.0,1053.36
2022,7,0,0,0.0,699.84
2022,7,0,1,217840128.12,623299243.91
2022,7,0,2,221181927.15,565731989.71
2022,7,20,1,85135808.72,275143285.96
2022,7,20,2,130154939.51,413916685.42
2022,7,30,1,114747849.31,368305636.13
2022,7,30,2,180529196.83,595493704.77
2022,7,40,1,166164019.01,511061798.48
2022,7,40,2,226692299.99,666465568.75
2022,7,50,1,239096071.78,811756197.72
2022,7,50,2,291712923.38,908038512.07
2022,7,60,1,242029110.56,1827093913.08
2022,7,60,2,285783961.42,1032231808.0
2022,7,70,1,221718569.93,1145491488.15
2022,7,70,2,276355272.46,1120755139.25
2022,7,80,0,2934.82,8478.01
2022,7,80,1,132349120.55,793035207.95
2022,7,80,2,238215299.17,1196786106.39
2022,7,99,0,376.52,76107593.99
2022,7,99,1,214263.4,8926766.12
2022,7,99,2,275131.45,8743125.39
2022,8,0,0,30109.050000000007,79444.27
2022,8,0,1,160400544.83,455954356.05
2022,8,0,2,165386205.64,423185734.16
2022,8,20,1,74966386.18,244670009.58
2022,8,20,2,116879046.17,376337582.67
2022,8,30,1,93436122.06,321380605.01
2022,8,30,2,146589268.22,515517179.65
2022,8,40,0,371.96,914.98
2022,8,40,1,128217133.21,431956184.25
2022,8,40,2,175264776.32,552972797.28
2022,8,50,1,184932349.16,711014267.7
2022,8,50,2,224129271.35,772145315.04
2022,8,60,1,187536519.21,1225820607.81
2022,8,60,2,213529902.71,894547698.25
2022,8,70,1,176016356.08,1068711136.86
2022,8,70,2,214158386.04,1008250359.07
2022,8,80,0,23684.26,69783.38
2022,8,80,1,112409682.43,774669410.65
2022,8,80,2,209081656.34,1168839089.82
2022,8,99,0,20.0,43662925.74
2022,8,99,1,190462.57,5834850.95
2022,8,99,2,190966.82,3378778.21
2022,9,0,0,22647.66,111064.66
2022,9,0,1,252909750.04,643168069.99
2022,9,0,2,262152721.51,605558626.08
2022,9,20,1,90402604.64,281194519.48
2022,9,20,2,141202980.54,430817492.44
2022,9,30,1,118917119.8,374935690.2
2022,9,30,2,189230017.43,622380712.97
2022,9,40,1,174174063.5,528029673.11
2022,9,40,2,239343121.2,693081263.7
2022,9,50,1,243860799.25,835032478.38
2022,9,50,2,295829715.21,928042259.58
2022,9,60,1,241695218.18,1334363524.06
2022,9,60,2,283154247.97,1057368768.77
2022,9,70,1,221528884.29,1192957543.2
2022,9,70,2,276919620.54,1164203190.79
2022,9,80,0,10802.190000000002,33373.58
2022,9,80,1,133595003.85,832082365.93
2022,9,80,2,239445492.33,1252886791.45
2022,9,99,0,361.75,208067915.36
2022,9,99,1,245815.86,8869170.18
2022,9,99,2,228019.41,17114272.9
2022,10,0,0,1014.7000000000004,5433.35
2022,10,0,1,244062552.57,664192910.07
2022,10,0,2,249486080.48,613093393.32
2022,10,20,1,89395349.31,279279176.19
2022,10,20,2,142505031.32,434197399.57
2022,10,30,1,122297513.65,382274688.32
2022,10,30,2,197304961.49,637078003.7
2022,10,40,1,180395267.54,538407016.43
2022,10,40,2,250841162.12,718139598.23
2022,10,50,1,259715222.68,860777823.61
2022,10,50,2,319687392.45,975498621.35
2022,10,60,1,269629710.22,1380467950.64
2022,10,60,2,319922533.02,1125957094.13
2022,10,70,1,249356971.99,1244586075.6
2022,10,70,2,311445303.76,1233675758.28
2022,10,80,0,1326.9400000000005,3285.1800000000003
2022,10,80,1,143357988.57,847327107.59
2022,10,80,2,251716665.4,1267725550.85
2022,10,99,0,158.86,8487951.1
2022,10,99,1,243458.91,2559798.95
2022,10,99,2,235340.75,1938122.76
2022,11,0,0,7551.48,38005.08
2022,11,0,1,246804568.61,653317580.0
2022,11,0,2,254178857.68,606565986.05
2022,11,20,0,211.57000000000005,520.46
2022,11,20,1,87303372.58,270061625.58
2022,11,20,2,138630280.03,414881651.89
2022,11,30,0,24.410000000000004,927.35
2022,11,30,1,119082885.98,370664166.43
2022,11,30,2,192634713.82,616584074.8
2022,11,40,0,0.0,133.88
2022,11,40,1,173479302.0,519726962.28
2022,11,40,2,243391820.84,696402501.81
2022,11,50,0,0.0,30.7
2022,11,50,1,249379905.35,840712196.73
2022,11,50,2,307673966.14,946393276.22
2022,11,60,1,264420932.9,1393756832.04
2022,11,60,2,311518574.37,1113141119.65
2022,11,70,1,249353722.08,1246868975.42
2022,11,70,2,309292418.88,1230443135.34
2022,11,80,0,3830.840000000001,55124.48
2022,11,80,1,143888323.21,851339207.15
2022,11,80,2,256697496.16,1277594740.82
2022,11,99,0,1034.89,199674449.2
2022,11,99,1,228564.19,8720555.63
2022,11,99,2,261631.94,23780437.31
2022,12,0,0,698.5700000000002,4574.84
2022,12,0,1,268977105.84,739697509.21
2022,12,0,2,273280647.74,674940940.0
2022,12,20,0,40.0,100.0
2022,12,20,1,95671760.95,297028126.59
2022,12,20,2,148571436.4,443806678.23
2022,12,30,1,130362274.26,401972182.49
2022,12,30,2,204021629.09,649763357.91
2022,12,40,0,24.0,60.0
2022,12,40,1,189163986.81,563715800.37
2022,12,40,2,257794653.59,738753396.25
2022,12,50,1,272862128.35,904736494.81
2022,12,50,2,329970769.17,1008393028.23
2022,12,60,0,0.0,54.0
2022,12,60,1,288508094.57,1548541678.1
2022,12,60,2,334876464.2,1181284869.05
2022,12,70,1,267483675.55,1320423678.66
2022,12,70,2,324924501.72,1279576967.73
2022,12,80,0,211.57000000000005,7707.610000000001
2022,12,80,1,149771726.97,881913223.46
2022,12,80,2,261122487.95,1298551263.06
2022,12,99,0,273.48,49523006.99
2022,12,99,1,243662.33,3226335.35
2022,12,99,2,242994.55,1877660.09
2023,1,0,0,0.0,25.0
2023,1,0,1,245638923.56,664858839.06
2023,1,0,2,253893643.07,612741505.9
2023,1,20,0,0.0,27.0
2023,1,20,1,92190749.55,286950893.93
2023,1,20,2,143782982.92,435226512.91
2023,1,30,1,121853772.0,389490676.72
2023,1,30,2,194081714.49,633278667.62
2023,1,40,1,175908517.58,542966842.49
2023,1,40,2,238585053.33,706540461.74
2023,1,50,0,0.0,70.0
2023,1,50,1,247560806.51,870233076.76
2023,1,50,2,296183009.75,957566420.28
2023,1,60,1,256561858.09,1582207806.67
2023,1,60,2,296064172.83,1112812205.84
2023,1,70,1,241680781.76,1277892742.59
2023,1,70,2,291379169.67,1230540779.0
2023,1,80,1,139511069.59,880367275.39
2023,1,80,2,244292503.67,1306900679.68
2023,1,99,0,0.0,14858162.94
2023,1,99,1,274674.55,3415928.6
2023,1,99,2,292937.27,2891859.32
2023,2,0,0,0.06,209.01
2023,2,0,1,222637060.49,607159029.4
2023,2,0,2,229880811.53,565642152.42
2023,2,20,1,87188508.64,266297437.98
2023,2,20,2,137753927.15,404986894.59
2023,2,30,1,117655596.64,359006862.05
2023,2,30,2,188330356.66,591000142.09
2023,2,40,1,169773877.31,503556776.59
2023,2,40,2,237448374.93,672388730.67
2023,2,50,0,0.0,34.02
2023,2,50,1,243239663.96,810085628.68
2023,2,50,2,299793940.01,915854948.49
2023,2,60,1,254915415.9,1423229467.82
2023,2,60,2,301495798.53,1064048411.91
2023,2,70,1,237510000.72,1185109794.55
2023,2,70,2,292441042.03,1161240476.67
2023,2,80,1,132118726.23,796483411.57
2023,2,80,2,228160837.52,1179308232.25
2023,2,99,0,93475.16999999998,19079731.39
2023,2,99,1,239280.25,3538334.22
2023,2,99,2,235371.58,2531673.24
2023,3,0,0,773.77,5836.52
2023,3,0,1,258662092.92,681724239.27
2023,3,0,2,271047964.12,641346256.92
2023,3,20,0,0.0,31.59
2023,3,20,1,95505650.64,287953797.52
2023,3,20,2,152896506.83,443145931.8
2023,3,30,1,130717178.55,395831866.14
2023,3,30,2,211884230.6,654954631.3
2023,3,40,0,12.170000000000002,30.42
2023,3,40,1,190233777.22,556701501.0
2023,3,40,2,268348604.07,747107346.08
2023,3,50,0,0.0,7.02
2023,3,50,1,271386990.02,888608738.9
2023,3,50,2,338610059.03,1010859544.52
2023,3,60,1,282923603.12,1509282680.47
2023,3,60,2,340265220.83,1161957952.94
2023,3,70,1,261744801.94,1279656838.47
2023,3,70,2,325432696.59,1261638409.52
2023,3,80,0,437.82000000000033,9208.48
2023,3,80,1,147446569.12,867174380.66
2023,3,80,2,256770024.25,1293217352.87
2023,3,99,0,8860.849999999999,313519325.81
2023,3,99,1,261050.22,17166886.79
2023,3,99,2,294218.6,16292309.64
2023,4,0,0,162.39999999999998,2160.9
2023,4,0,1,218358945.0,592516743.55
2023,4,0,2,225114701.2,547515680.62
2023,4,20,1,86984660.26,259577863.26
2023,4,20,2,133805022.33,391720164.64
2023,4,30,1,115684737.34,352891090.23
2023,4,30,2,183887593.46,577878393.03
2023,4,40,0,1.77,4.42
2023,4,40,1,165448822.18,494659436.16
2023,4,40,2,230710735.2,661545331.53
2023,4,50,1,237949891.78,804528663.21
2023,4,50,2,296578723.26,912783073.37
2023,4,60,1,253639471.9,1351056766.94
2023,4,60,2,304044706.5,1072080847.82
2023,4,70,1,240333306.95,1212748860.24
2023,4,70,2,303355150.58,1192910126.82
2023,4,80,0,1355.75,3786.14
2023,4,80,1,132122951.99,803319770.46
2023,4,80,2,230399960.97,1173569162.11
2023,4,99,0,1253.91,639563259.16
2023,4,99,1,192803.0,42132227.0
2023,4,99,2,201780.87,59336118.97
2023,5,0,0,285.5,527.0
2023,5,0,1,238038622.8,620064815.29
2023,5,0,2,246353482.37,578632556.44
2023,5,20,1,94445328.36,280517003.3
2023,5,20,2,145302165.92,424945522.52
2023,5,30,1,125564439.62,380055950.23
2023,5,30,2,199831988.67,628616482.94
2023,5,40,1,176174538.32,529358897.03
2023,5,40,2,245483094.07,706538100.44
2023,5,50,1,253378576.43,859490696.72
2023,5,50,2,313023707.47,967814090.09
2023,5,60,1,265918120.44,1643858047.79
2023,5,60,2,319917394.8,1141949692.03
2023,5,70,1,253920785.08,1294427878.56
2023,5,70,2,322748929.7,1285673757.11
2023,5,80,0,6018.8600000000015,20460.88
2023,5,80,1,147576754.14,877459359.98
2023,5,80,2,262893336.86,1300408319.58
2023,5,99,0,900.4,15520835.92
2023,5,99,1,245931.53,3135246.47
2023,5,99,2,274485.72,2698606.67
2023,6,0,0,12.29,102.29
2023,6,0,1,273800667.88,713178721.49
2023,6,0,2,277836025.15,658261459.03
2023,6,20,1,106446091.65,309549508.91
2023,6,20,2,161977196.95,472436799.07
2023,6,30,0,0.0,1632.45
2023,6,30,1,141779451.38,420347875.23
2023,6,30,2,226115299.04,701460551.26
2023,6,40,1,200353269.83,588625286.79
2023,6,40,2,277634348.05,786030270.55
2023,6,50,1,288424416.34,952612978.12
2023,6,50,2,356353944.37,1078910561.12
2023,6,60,1,300874810.39,2193481913.19
2023,6,60,2,362107159.8,1258613439.35
2023,6,70,1,284825003.17,1425578833.13
2023,6,70,2,361764593.73,1408532546.29
2023,6,80,0,738.04,2584.54
2023,6,80,1,162788651.44,961341422.95
2023,6,80,2,287230445.4,1407127047.01
2023,6,99,0,258.19,202037389.43
2023,6,99,1,286687.59,14872458.56
2023,6,99,2,273811.71,10876001.81
2023,7,0,0,0.0,48653.7
2023,7,0,1,231158395.9,628127170.51
2023,7,0,2,234633427.8,570694837.04
2023,7,20,1,94020831.75,278185058.05
2023,7,20,2,141863486.62,413485825.73
2023,7,30,1,123976744.23,370550979.74
2023,7,30,2,192714014.98,599779434.24
2023,7,40,1,174622733.53,516900962.74
2023,7,40,2,240369547.42,679587277.96
2023,7,50,1,257014865.84,841693107.8
2023,7,50,2,314118515.98,944801739.0
2023,7,60,1,261631029.95,1977233013.0
2023,7,60,2,309588956.24,1088603790.24
2023,7,70,1,242153395.18,1237016199.22
2023,7,70,2,300995914.94,1205105108.71
2023,7,80,0,4670.62,14411.83
2023,7,80,1,139247143.67,845876129.02
2023,7,80,2,245100155.02,1244343486.2
2023,7,99,0,30.0,79387655.1
2023,7,99,1,209985.46,7403245.31
2023,7,99,2,228895.94,7788952.12
2023,8,0,0,32038.64,536345.76
2023,8,0,1,169270554.95,468344300.47
2023,8,0,2,174366073.43,433239673.57
2023,8,20,1,81878646.67,252893453.56
2023,8,20,2,126951974.61,383652020.47
2023,8,30,1,100141384.51,329697489.98
2023,8,30,2,156645719.36,527358066.38
2023,8,40,1,135678642.02,445477436.57
2023,8,40,2,186910049.01,573844557.98
2023,8,50,1,198484693.42,735253685.91
2023,8,50,2,239577871.43,805574933.41
2023,8,60,0,599.0500000000001,1153.07
2023,8,60,1,198804287.2,1263779895.99
2023,8,60,2,228042581.04,946346667.44
2023,8,70,0,691.95,1605.09
2023,8,70,1,186895998.41,1134370132.53
2023,8,70,2,228580830.23,1068386137.91
2023,8,80,0,27032.65,73111.96
2023,8,80,1,116390962.95,809498523.15
2023,8,80,2,210771142.74,1180910993.5
2023,8,99,0,235.0,4985416.44
2023,8,99,1,148025.53,2088338.13
2023,8,99,2,151738.76,1417720.64
2023,9,0,0,70.33000000000004,834.01
2023,9,0,1,255350676.03,628808997.02
2023,9,0,2,263725269.63,591952926.15
2023,9,20,1,92953826.14,276981735.11
2023,9,20,2,143575480.1,420095355.48
2023,9,30,1,120508083.26,371067240.44
2023,9,30,2,188743571.95,599863191.11
2023,9,40,1,170406782.54,510890345.59
2023,9,40,2,234436178.84,669927184.43
2023,9,50,1,241838647.35,821926298.61
2023,9,50,2,293355835.81,914793283.74
2023,9,60,1,243323355.45,1330790944.43
2023,9,60,2,283684427.88,1055719919.56
2023,9,70,1,224764192.15,1220352713.32
2023,9,70,2,281477868.47,1188443706.02
2023,9,80,0,11294.0,30753.13
2023,9,80,1,130951529.82,844289239.91
2023,9,80,2,230709005.98,1236771896.21
2023,9,99,0,3124.0,200650813.11
2023,9,99,1,197887.63,20100757.73
2023,9,99,2,176648.85,5488315.39
2023,10,0,0,12523.21,62953.65
2023,10,0,1,273454767.91,712800352.42
2023,10,0,2,278998843.72,657025068.34
2023,10,20,1,104279938.62,306827427.49
2023,10,20,2,163037920.56,469722824.63
2023,10,30,0,0.0,34.02
2023,10,30,1,140309495.67,417570062.5
2023,10,30,2,221096923.05,685436555.72
2023,10,40,1,199433675.23,581049453.22
2023,10,40,2,276973087.76,772644726.07
2023,10,50,1,288804692.43,938385597.36
2023,10,50,2,355053799.18,1063542862.04
2023,10,60,1,302036272.33,1522116778.03
2023,10,60,2,358042297.78,1245913904.55
2023,10,70,1,282016303.37,1406965584.46
2023,10,70,2,355611504.98,1395502879.23
2023,10,80,0,248.98,570.47
2023,10,80,1,158566801.91,948963276.46
2023,10,80,2,273402823.47,1373406767.36
2023,10,99,0,8759.72,6167647.44
2023,10,99,1,223164.59,2242315.79
2023,10,99,2,216148.24,1803339.71
2023,11,0,0,1143.64,9094.44
2023,11,0,1,262664914.01,677505024.47
2023,11,0,2,270063182.78,629327998.35
2023,11,20,1,98459674.87,287877828.34
2023,11,20,2,152815387.28,439000026.75
2023,11,30,0,0.0,845.25
2023,11,30,1,131571148.06,392497997.4
2023,11,30,2,208385145.25,644623357.84
2023,11,40,1,186818834.08,545101242.49
2023,11,40,2,258124299.03,722455033.61
2023,11,50,1,268372688.45,881896411.05
2023,11,50,2,328406337.5,993310803.11
2023,11,60,0,52.510000000000005,150.02
2023,11,60,1,287839768.17,1468259344.19
2023,11,60,2,338534898.12,1185250932.76
2023,11,70,0,0.0,153.0
2023,11,70,1,273809954.21,1356428472.33
2023,11,70,2,339514454.81,1333194315.25
2023,11,80,0,2529.18,12008.07
2023,11,80,1,154100467.75,910409003.76
2023,11,80,2,266745945.0,1327408720.78
2023,11,99,0,2611.75,211170785.97
2023,11,99,1,204868.13,14643626.24
2023,11,99,2,234326.61,11820301.07
2023,12,0,0,6641.96,140567.03
2023,12,0,1,271189128.51,709269007.42
2023,12,0,2,277544468.53,653545631.61
2023,12,20,0,0.0,47.07
2023,12,20,1,99549219.19,289438239.74
2023,12,20,2,151120935.33,430122124.58
2023,12,30,0,0.0,27274.4
2023,12,30,1,134164285.46,392750234.4
2023,12,30,2,207652354.46,631475415.07
2023,12,40,0,0.0,16636.35
2023,12,40,1,192020273.31,550367482.98
2023,12,40,2,259718016.55,720506075.64
2023,12,50,0,0.0,5783.599999999999
2023,12,50,1,276808114.39,891402712.64
