FLX_ANN_MOI,BEN_SEX_COD,AGE_BEN_SNDS,BEN_RES_REG,RAC,FLT_PAI_MNT,FLT_REM_MNT
201912.0,2.0,40.0,28.0,8967315.959999872,24561001.659998707,15593685.69999971
201912.0,2.0,30.0,5.0,3369627.149999981,13593171.539999694,10223544.389999969
201912.0,1.0,20.0,32.0,5401087.589999925,16882537.719999366,11481450.130000051
201912.0,1.0,50.0,84.0,28001559.489999954,82082250.46000272,54080690.96999788
201912.0,1.0,0.0,32.0,17531215.400000032,43433436.829999655,25902221.429999422
201912.0,2.0,40.0,53.0,8744989.699999915,24195664.53999904,15450674.83999984
201912.0,1.0,70.0,32.0,14070086.379999923,76555724.56000398,62485638.17999851
201912.0,2.0,0.0,5.0,3589928.0400000038,10695604.219999881,7105676.180000089
201912.0,1.0,40.0,5.0,3013932.7300000004,11442655.609999958,8428722.88000003
201912.0,1.0,40.0,11.0,35903903.489999436,88254771.70000213,52350868.2099972
201912.0,1.0,0.0,44.0,16976045.020000063,43287635.15999914,26311590.139999468
201912.0,1.0,30.0,52.0,4527909.309999998,13856224.199999532,9328314.8900001
201912.0,2.0,20.0,11.0,28748838.519999728,70050152.6200024,41301314.09999711
201912.0,2.0,80.0,11.0,34100720.42000017,147106010.35000744,113005289.92999774
201912.0,2.0,0.0,84.0,26024361.18999971,62006687.93000025,35982326.7399983
201912.0,2.0,0.0,28.0,9339014.739999922,23060748.41999856,13721733.679999897
201912.0,1.0,60.0,28.0,10897736.27999986,54948276.03000002,44050539.74999849
201912.0,2.0,80.0,44.0,23815085.439999923,89663662.50000338,65848577.05999781
201912.0,1.0,40.0,84.0,19830582.93999977,53311416.51999986,33480833.579998653
201912.0,2.0,20.0,75.0,8305470.169999733,24578248.069998506,16272777.900000066
201912.0,2.0,80.0,32.0,18826109.00999985,93828913.66000216,75002804.64999697
201912.0,2.0,60.0,11.0,48379017.029998004,141816243.51000938,93437226.47999677
201912.0,1.0,50.0,44.0,22045989.449999828,65333339.61000128,43287350.15999843
201912.0,1.0,40.0,53.0,6468332.939999981,18884259.399999097,12415926.45999995
201912.0,2.0,40.0,76.0,17627420.62999985,50560730.28999937,32933309.659998313
201912.0,2.0,40.0,27.0,7971493.769999829,20934089.1499987,12962595.379999876
201912.0,2.0,70.0,44.0,22164142.109999992,76722489.90000325,54558347.78999681
201912.0,1.0,80.0,93.0,13585927.249999821,88011517.56000403,74425590.30999927
201912.0,1.0,80.0,27.0,5562745.709999969,28465338.869998097,22902593.15999875
201912.0,1.0,60.0,32.0,18572454.789999887,102662289.19000329,84089834.39999926
201912.0,2.0,40.0,52.0,10603236.159999961,28042848.43999891,17439612.27999976
201912.0,2.0,30.0,27.0,5144693.419999975,15395707.039999349,10251013.619999973
201912.0,2.0,70.0,5.0,4566985.439999984,27269510.84999935,22702525.40999995
201912.0,1.0,20.0,93.0,5301140.629999975,18022161.009999406,12721020.380000066
201912.0,2.0,80.0,84.0,27257313.57999992,122592872.24000572,95335558.65999807
201912.0,1.0,60.0,5.0,4518754.32999999,32396651.049999136,27877896.719999887
201912.0,1.0,20.0,5.0,1074285.6000000024,4305056.09000003,3230770.4900000016
201912.0,1.0,50.0,76.0,18960999.129999842,65539492.76000058,46578493.629998334
201912.0,2.0,30.0,11.0,44305404.46999909,113691404.89000708,69386000.41999781
201912.0,2.0,0.0,44.0,17864220.98999994,40993364.82999889,23129143.839999404
201912.0,1.0,70.0,84.0,24645188.63999976,107668922.98000455,83023734.33999968
202001.0,1.0,60.0,84.0,22175032.899999786,104078332.30000456,81903299.39999956
202001.0,2.0,70.0,76.0,19941695.680000085,92279057.66000135,72337361.97999614
202001.0,1.0,40.0,84.0,15261071.919999853,46717842.35000007,31456770.42999876
202001.0,1.0,0.0,75.0,13388307.94000002,34952098.0199986,21563790.079999648
202001.0,1.0,40.0,75.0,9817255.829999859,32780919.389998727,22963663.559999354
202001.0,1.0,0.0,28.0,7339461.779999903,21805492.229999006,14466030.450000023
202001.0,1.0,20.0,52.0,2700996.4900000244,9174180.479999745,6473183.990000009
202001.0,1.0,0.0,44.0,14670790.480000144,37802591.06999885,23131800.589999612
202001.0,2.0,20.0,84.0,11727171.309999844,36396290.67999844,24669119.369999003
202001.0,1.0,50.0,27.0,6234330.7499998985,23841988.869998924,17607658.119999632
202001.0,1.0,60.0,28.0,8882087.639999904,50201945.0700005,41319857.42999834
202001.0,1.0,30.0,52.0,3932453.700000021,13596960.37999964,9664506.680000072
202001.0,1.0,40.0,24.0,3804576.8000000324,13196702.139999386,9392125.339999927
202001.0,2.0,0.0,93.0,13743970.610000035,35547477.149998546,21803506.539999597
202001.0,2.0,0.0,5.0,3130618.499999966,9617602.479999926,6486983.980000003
202001.0,1.0,30.0,93.0,6786457.139999846,24168461.229999103,17382004.08999979
202001.0,1.0,70.0,75.0,17221140.96999987,90342296.95000248,73121155.97999682
202001.0,2.0,70.0,32.0,16530653.379999842,78984596.16000126,62453942.779996306
202001.0,2.0,80.0,76.0,22616002.500000086,132493943.8400017,109877941.339998
202001.0,2.0,50.0,75.0,17954936.19,61611325.26000159,43656389.06999869
202001.0,2.0,20.0,32.0,7945537.749999826,27186151.579999063,19240613.829999626
202001.0,2.0,50.0,76.0,18373513.420000184,65697132.97000213,47323619.54999828
202001.0,2.0,80.0,52.0,10173660.919999983,46423529.16999944,36249868.24999821
202001.0,2.0,40.0,93.0,14309934.90999989,47151789.2700003,32841854.359998792
202001.0,1.0,50.0,24.0,5646086.399999925,21759267.459999077,16113181.059999777
202001.0,1.0,0.0,27.0,5639350.329999947,13860017.369999567,8220667.0400001025
202001.0,2.0,60.0,24.0,7847989.209999798,30554154.649998453,22706165.43999899
202001.0,2.0,30.0,53.0,4851118.949999978,18618183.529999454,13767064.57999992
202001.0,2.0,60.0,32.0,19010638.459999923,82623252.9600045,63612614.49999803
202001.0,2.0,30.0,52.0,6470349.029999908,23816540.659999225,17346191.629999943
202001.0,2.0,0.0,84.0,22831345.040000167,54440397.799999975,31609052.759998992
202001.0,2.0,50.0,28.0,9270213.429999854,33515386.92999876,24245173.499999266
202001.0,1.0,70.0,24.0,6052422.429999851,33708616.259998396,27656193.82999873
202001.0,2.0,80.0,28.0,9291960.329999933,47498742.099999525,38206781.76999847
202001.0,2.0,70.0,53.0,9321025.069999969,40045798.71999954,30724773.649998985
202001.0,1.0,20.0,93.0,4750599.989999936,17147330.349999398,12396730.359999971
202001.0,2.0,50.0,52.0,9895103.559999937,33211650.74999884,23316547.189999487
202001.0,2.0,40.0,53.0,6807937.809999889,21841009.509999536,15033071.699999927
202001.0,2.0,30.0,84.0,16502304.739999805,54190982.21000087,37688677.469998464
202001.0,2.0,70.0,5.0,3972045.0499999747,25571318.669999417,21599273.620000068
202001.0,1.0,20.0,75.0,4631879.699999967,14937275.659999402,10305395.960000046
202001.0,2.0,0.0,28.0,8104936.469999906,20810965.219999224,12706028.74999995
202001.0,1.0,70.0,93.0,16609173.19999989,96236322.47000402,79627149.26999797
202001.0,2.0,50.0,53.0,8565286.519999873,29702164.249999348,21136877.729999494
202001.0,2.0,70.0,93.0,21417684.920000125,101294153.40000348,79876468.47999547
202001.0,2.0,20.0,44.0,8290320.709999798,26070521.60999861,17780200.899999794
202001.0,1.0,30.0,5.0,1427443.8700000043,6401540.3400000315,4974096.4700000165
202001.0,1.0,80.0,52.0,5980204.999999958,32357199.809998564,26376994.809999026
202001.0,1.0,60.0,32.0,15437241.719999759,91669497.16000211,76232255.43999861
202001.0,1.0,80.0,53.0,5066085.7299999995,31556312.89999899,26490227.169999275
202001.0,1.0,20.0,76.0,4915995.599999985,16522318.619999535,11606323.02000013
202001.0,1.0,60.0,76.0,16986765.449999906,99199876.73000628,82213111.2799991
202001.0,1.0,70.0,52.0,8509692.09999991,43240410.73999962,34730718.63999849
202001.0,1.0,30.0,27.0,2737503.91000003,9043528.119999804,6306024.210000056
202001.0,2.0,0.0,53.0,7802073.579999909,19851493.539999224,12049419.960000027
202001.0,1.0,20.0,27.0,1903569.5200000065,6181105.579999896,4277536.060000057
202001.0,1.0,20.0,32.0,4632237.869999999,16308130.779999519,11675892.910000024
202001.0,1.0,20.0,28.0,2257409.6700000055,8063928.359999784,5806518.690000005
202001.0,2.0,30.0,75.0,10394635.069999784,36605877.20999908,26211242.139998883
202001.0,1.0,80.0,11.0,16650682.250000048,90202156.99000159,73551474.73999782
202001.0,2.0,50.0,93.0,18972785.020000022,69244526.03000157,50271741.00999822
202001.0,2.0,60.0,52.0,10985924.369999941,40276974.05999982,29291049.689998697
202001.0,2.0,50.0,32.0,17601954.34000004,65387116.570001915,47785162.22999801
202001.0,2.0,60.0,27.0,8917734.769999823,34059466.14999876,25141731.37999924
202001.0,2.0,60.0,5.0,4883923.179999963,25904136.56999947,21020213.389999982
202001.0,1.0,80.0,75.0,12033991.259999799,74575658.13000128,62541666.86999801
202001.0,1.0,30.0,76.0,6545506.889999913,23105445.129999004,16559938.239999956
202001.0,2.0,70.0,44.0,19005344.21999999,73516051.49000108,54510707.26999672
202001.0,2.0,0.0,11.0,39122530.62999975,88173478.35000326,49050947.71999756
202001.0,1.0,70.0,11.0,25746873.79000066,122136285.02000359,96389411.22999725
202001.0,2.0,70.0,52.0,10336141.539999938,41043845.22999969,30707703.689998865
202001.0,1.0,0.0,5.0,2867137.12999997,10366363.429999936,7499226.300000065
202001.0,2.0,40.0,5.0,3975586.389999986,15216921.049999816,11241334.660000084
202001.0,1.0,50.0,53.0,6846103.639999925,26389620.119999137,19543516.47999948
202001.0,2.0,30.0,11.0,39323962.4799999,108811788.75000656,69487826.26999858
202001.0,2.0,70.0,11.0,34140258.91000075,124605057.02000314,90464798.10999356
202001.0,2.0,30.0,44.0,11643775.49999988,38773725.39999955,27129949.899999097
202001.0,2.0,20.0,11.0,25223605.109999906,66886749.97000286,41663144.85999751
202001.0,2.0,50.0,44.0,19968855.279999945,63602552.97000189,43633697.68999796
202001.0,2.0,0.0,76.0,14118064.790000124,36067645.12999845,21949580.33999951
202001.0,1.0,60.0,75.0,17727541.529999975,94466440.70000444,76738899.17000005
202001.0,1.0,30.0,75.0,6261093.829999888,21528066.299999233,15266972.469999826
202001.0,1.0,80.0,27.0,4863738.819999982,27202422.45999882,22338683.639999438
202001.0,2.0,40.0,44.0,14838751.229999725,43900836.19000004,29062084.95999883
202001.0,2.0,70.0,28.0,9344746.649999905,41283941.27999911,31939194.629998486
202001.0,1.0,80.0,28.0,4900944.85999999,29619850.009999197,24718905.14999944
202001.0,2.0,30.0,5.0,2847106.680000006,12456912.189999927,9609805.509999977
202001.0,1.0,50.0,76.0,14558938.449999904,59350457.54000051,44791519.08999848
202001.0,1.0,60.0,53.0,8280853.849999817,43954890.9300003,35674037.07999852
202001.0,2.0,20.0,27.0,3095176.5600000033,10097511.489999622,7002334.929999971
202001.0,1.0,60.0,11.0,30594417.939999968,131921516.82000853,101327098.88000126
202001.0,2.0,70.0,75.0,20429478.770000175,86501070.39000407,66071591.61999579
202001.0,1.0,70.0,76.0,16307674.760000054,96046575.28000273,79738900.51999885
202001.0,1.0,20.0,11.0,14545922.039999954,41350387.67999931,26804465.63999887
202001.0,1.0,70.0,32.0,12325435.119999977,75490830.42000158,63165395.29999756
202001.0,2.0,30.0,24.0,3980490.8400000255,14351375.289999554,10370884.44999997
202001.0,1.0,0.0,84.0,21510551.269999806,56234484.789999515,34723933.519999266
202001.0,2.0,70.0,84.0,24874609.5900003,98720988.28000173,73846378.6899971
202001.0,1.0,80.0,44.0,11566846.529999908,55849571.870000504,44282725.33999895
202001.0,2.0,20.0,24.0,2777560.6300000143,9543524.539999697,6765963.910000032
202001.0,1.0,0.0,11.0,37750938.140000224,98844357.66000414,61093419.51999683
202001.0,2.0,80.0,5.0,4078348.4999999627,32412552.51999924,28334204.01999986
202001.0,2.0,60.0,76.0,20032129.069999963,80794225.02000353,60762095.949997865
202001.0,2.0,20.0,75.0,7285664.659999845,23804632.899998616,16518968.239999933
202001.0,2.0,20.0,93.0,7673046.189999795,25431592.319998514,17758546.129999947
202001.0,1.0,20.0,44.0,5074957.169999946,15765346.739999468,10690389.570000054
202001.0,1.0,0.0,32.0,14854341.359999947,38983556.639999196,24129215.279999595
202001.0,2.0,40.0,32.0,14355910.74999999,47035585.84000028,32679675.089998916
202001.0,1.0,80.0,84.0,13577183.639999904,75487727.85000043,61910544.20999771
202001.0,1.0,60.0,93.0,16310344.070000077,92254407.72000305,75944063.64999871
202001.0,2.0,20.0,28.0,3906736.490000013,13556801.499999613,9650065.01
202001.0,2.0,30.0,76.0,10585450.999999808,39223156.10999899,28637705.109998986
202001.0,2.0,60.0,44.0,21580826.35999987,77300891.56000371,55720065.19999821
202001.0,2.0,80.0,53.0,10152344.649999946,53448988.24000012,43296643.589998
202001.0,1.0,50.0,5.0,3845430.9299999834,20636251.52999972,16790820.600000005
202001.0,1.0,40.0,93.0,10078965.109999916,35570327.84999866,25491362.73999908
202001.0,2.0,0.0,52.0,9855619.969999876,23798350.68999893,13942730.72000009
202001.0,1.0,40.0,44.0,11201398.659999862,35217032.41999905,24015633.75999908
202001.0,1.0,80.0,76.0,12187446.929999866,84974668.95000173,72787222.0199981
202001.0,2.0,40.0,24.0,5451610.389999993,17382289.699999377,11930679.30999989
202001.0,2.0,60.0,93.0,20634221.789999973,84828400.61000594,64194178.81999824
202001.0,1.0,0.0,93.0,13108745.930000039,37614268.62999902,24505522.69999932
202001.0,1.0,40.0,76.0,10100801.529999794,35730042.6299988,25629241.09999902
202001.0,2.0,60.0,84.0,25738715.72999991,91704190.07000522,65965474.339997664
202001.0,2.0,0.0,75.0,14341451.699999968,34259561.109998465,19918109.409999926
202001.0,1.0,30.0,44.0,7885219.829999905,24361982.609999172,16476762.779999917
202001.0,2.0,20.0,52.0,4534036.6600000085,15345255.70999945,10811219.050000034
202001.0,2.0,40.0,52.0,8271091.529999897,25542252.54999914,17271161.01999964
202001.0,2.0,50.0,27.0,7937311.839999883,26672607.129998907,18735295.289999448
202001.0,2.0,80.0,44.0,22084069.91000029,88883156.81000103,66799086.89999646
202001.0,1.0,20.0,24.0,1535993.0499999989,5234267.049999941,3698274.000000027
202001.0,1.0,50.0,75.0,14316158.309999963,55428014.14000083,41111855.82999845
202001.0,2.0,40.0,28.0,7215636.639999912,23105095.169998955,15889458.529999865
202001.0,2.0,50.0,24.0,7191398.719999841,25012477.90999883,17821079.189999506
202001.0,1.0,70.0,44.0,16277503.959999876,77059109.59000173,60781605.629997276
202001.0,1.0,0.0,76.0,13590510.420000032,39557569.98999864,25967059.569999587
202001.0,1.0,50.0,11.0,34010879.62000018,112283908.73000659,78273029.1099989
202001.0,2.0,40.0,75.0,14016959.229999939,43703782.430000454,29686823.199998666
202001.0,2.0,70.0,27.0,8225192.399999855,34958960.30999862,26733767.90999863
202001.0,2.0,30.0,93.0,11567464.999999793,40231781.08999905,28664316.08999884
202001.0,2.0,80.0,75.0,21521224.73000006,114284520.57000287,92763295.8399987
202001.0,2.0,50.0,5.0,5225000.750000007,22758572.5399996,17533571.78999982
202001.0,1.0,50.0,84.0,21138735.81999986,72708709.5100027,51569973.6899982
202001.0,1.0,0.0,53.0,7216152.249999902,19560989.559999403,12344837.310000012
202001.0,1.0,0.0,52.0,9244499.91000001,24016083.159998927,14771583.249999924
202001.0,1.0,30.0,28.0,3329489.3800000264,12246587.389999658,8917098.010000028
202001.0,2.0,20.0,76.0,7691000.51999984,26303383.68999851,18612383.169999592
202001.0,1.0,40.0,5.0,2474016.4499999895,11015652.859999936,8541636.41000008
202001.0,2.0,20.0,5.0,1957024.8699999973,8169125.469999978,6212100.600000012
202001.0,1.0,40.0,27.0,4220618.470000017,14045506.079999564,9824887.61000003
202001.0,1.0,70.0,5.0,3050785.3599999775,23863365.779999655,20812580.420000084
202001.0,1.0,20.0,53.0,2243325.0400000075,7458429.379999837,5215104.340000049
202001.0,1.0,30.0,24.0,2266055.470000025,7994942.599999789,5728887.130000066
202001.0,1.0,40.0,11.0,28171850.37999977,79899768.08000332,51727917.699998006
202001.0,1.0,20.0,5.0,938613.5600000054,4105876.5200000284,3167262.959999995
202001.0,1.0,40.0,53.0,4964025.829999976,16722472.669999667,11758446.839999996
202001.0,2.0,60.0,75.0,21181603.860000018,80307697.24000546,59126093.3799979
202001.0,2.0,0.0,27.0,6124099.22999991,14636521.479999404,8512422.25000003
202001.0,1.0,30.0,32.0,7178804.099999945,25403279.629999332,18224475.529999897
202001.0,1.0,80.0,32.0,7892809.66999995,49619175.110000275,41726365.43999898
202001.0,1.0,40.0,52.0,6184607.869999928,20012399.069999214,13827791.19999985
202001.0,1.0,60.0,27.0,7709494.349999831,38929011.13999927,31219516.78999878
202001.0,2.0,50.0,84.0,25716793.83999994,79437955.03000306,53721161.189998284
202001.0,2.0,80.0,24.0,7235450.289999966,35081627.91999824,27846177.629998446
202001.0,1.0,70.0,28.0,7471214.0499999095,42205495.48999934,34734281.43999827
202001.0,2.0,0.0,32.0,15968683.069999915,38774377.439999096,22805694.36999944
202001.0,1.0,50.0,44.0,16922770.31000003,59365403.15000189,42442632.83999922
202001.0,1.0,60.0,52.0,9495390.989999885,48049347.08000035,38553956.08999861
202001.0,1.0,30.0,53.0,3027625.4600000232,10824424.23999973,7796798.780000015
202001.0,1.0,30.0,11.0,21483628.040000197,59735284.00000134,38251655.95999856
202001.0,1.0,40.0,28.0,5158295.669999948,17760463.819999382,12602168.149999836
202001.0,1.0,80.0,24.0,4293841.790000008,25042626.489998974,20748784.6999997
202001.0,1.0,50.0,93.0,14752132.659999955,60753398.33000049,46001265.66999917
202001.0,2.0,40.0,84.0,20689256.43999984,59933486.39000152,39244229.949999176
202001.0,2.0,80.0,84.0,24179492.350000087,117075425.56000358,92895933.20999809
202001.0,2.0,0.0,44.0,15608875.570000067,36383124.02999866,20774248.459999625
202001.0,1.0,20.0,84.0,7135625.539999861,21859466.039998885,14723840.50000008
202001.0,1.0,60.0,24.0,6764762.419999914,35956572.27999897,29191809.85999909
202001.0,1.0,80.0,93.0,12777616.469999956,89063733.98000266,76286117.50999835
202001.0,2.0,40.0,11.0,41596150.839999646,107546070.51000698,65949919.66999794
202001.0,1.0,60.0,44.0,19067681.38999986,85920761.66000386,66853080.26999858
202001.0,1.0,70.0,53.0,7263994.579999905,40653324.08999998,33389329.5099987
202001.0,1.0,0.0,24.0,5389417.349999954,14516125.61999942,9126708.270000061
202001.0,2.0,20.0,53.0,3465629.8800000213,12424725.919999609,8959096.040000055
202001.0,2.0,60.0,53.0,9892949.439999925,37846240.33999894,27953290.899998993
202001.0,2.0,80.0,27.0,8527126.829999948,40695695.47999899,32168568.649998385
202001.0,2.0,80.0,93.0,24550132.310000416,152938336.49000782,128388204.1799998
202001.0,2.0,40.0,27.0,5926686.089999942,18256844.35999926,12330158.269999916
202001.0,2.0,30.0,32.0,11264256.339999832,40262793.119999625,28998536.779998966
202001.0,2.0,30.0,28.0,5386110.279999887,19182117.36999941,13796007.089999987
202001.0,2.0,60.0,28.0,10394278.720000008,41949112.77999979,31554834.059998848
202001.0,1.0,50.0,52.0,8176127.299999851,31131828.069998518,22955700.76999924
202001.0,1.0,50.0,28.0,7537774.579999865,30380552.029998776,22842777.449999396
202001.0,2.0,60.0,11.0,39434180.23999976,131331523.86000763,91897343.61999892
202001.0,2.0,40.0,76.0,13836390.269999886,45460290.69000036,31623900.419998776
202001.0,1.0,50.0,32.0,14447914.399999877,61470429.51000142,47022515.109998986
202001.0,1.0,80.0,5.0,2128806.0299999937,18742582.829999786,16613776.7999999
202001.0,1.0,30.0,84.0,10040025.36999996,31545468.609998994,21505443.23999938
202001.0,2.0,0.0,24.0,5882742.209999905,14183834.119999371,8301091.910000055
202001.0,1.0,70.0,84.0,20936628.560000077,100508582.29000217,79571953.72999783
202001.0,2.0,80.0,32.0,17584190.29999995,92900138.9500013,75315948.6499986
202001.0,1.0,70.0,27.0,6984794.899999906,36701390.46999895,29716595.569998898
202001.0,2.0,30.0,27.0,4219731.230000023,14400252.459999492,10180521.22999995
202001.0,1.0,40.0,32.0,10710353.859999944,38084978.799999826,27374624.939999
202001.0,2.0,70.0,24.0,7572525.7299999725,32102017.139998566,24529491.40999924
202001.0,1.0,60.0,5.0,3822746.529999998,30061408.66999955,26238662.13999996
202001.0,2.0,50.0,11.0,45840453.84000024,129816143.83000818,83975689.98999947
202001.0,2.0,80.0,11.0,30137277.91000077,142073654.91000566,111936376.99999738
202002.0,2.0,30.0,11.0,38599145.98000046,104226770.63000847,65627624.64999889
202002.0,2.0,0.0,44.0,15170206.669999937,34813648.379998624,19643441.709999632
202002.0,1.0,30.0,84.0,10988199.24999983,31930857.939999163,20942658.689999748
202002.0,1.0,70.0,44.0,16199918.869999908,71174848.49000062,54974929.619996995
202002.0,1.0,30.0,32.0,7397583.279999936,24255893.6299994,16858310.349999953
202002.0,1.0,20.0,84.0,7603871.639999822,21568435.069999296,13964563.429999853
202002.0,1.0,40.0,53.0,5501581.970000005,16827465.229999613,11325883.259999957
202002.0,2.0,0.0,75.0,14733172.760000035,34948586.969998635,20215414.209999863
202002.0,2.0,30.0,52.0,6628309.909999941,21319617.519999295,14691307.609999875
202002.0,2.0,50.0,84.0,29836009.050000153,84423773.40000388,54587764.349999
202002.0,1.0,40.0,32.0,11295100.21999993,36636350.24999957,25341250.02999936
202002.0,1.0,60.0,32.0,16836588.97999982,85760753.03000377,68924164.04999879
202002.0,2.0,40.0,5.0,3846136.449999966,14757970.789999839,10911834.340000054
202002.0,1.0,20.0,28.0,2289128.8499999978,7141769.7699998515,4852640.920000079
202002.0,1.0,20.0,5.0,906495.420000003,3788673.3400000213,2882177.9199999915
202002.0,2.0,80.0,93.0,22835944.070000384,137068273.67000285,114232329.59999897
202002.0,1.0,60.0,44.0,19455217.229999866,81594700.55000351,62139483.319999024
202002.0,2.0,70.0,75.0,23208891.970000505,87775083.53000104,64566191.55999563
202002.0,2.0,30.0,93.0,11681591.859999923,39025926.73999916,27344334.87999921
202002.0,2.0,0.0,93.0,13357282.870000076,34949411.60999846,21592128.739999563
202002.0,1.0,30.0,53.0,3234862.8099999945,10493975.489999719,7259112.679999987
202002.0,1.0,0.0,32.0,14846327.630000008,37712943.719999395,22866616.08999964
202002.0,1.0,30.0,5.0,1476601.5899999952,6327101.599999983,4850500.00999999
202002.0,1.0,60.0,53.0,9432444.899999924,41476139.98999994,32043695.089999124
202002.0,2.0,70.0,28.0,10204321.82000001,40156933.819998994,29952611.99999874
202002.0,2.0,0.0,28.0,7952234.859999888,19671054.789999343,11718819.930000069
202002.0,2.0,60.0,28.0,11528828.72,40510894.119999595,28982065.399999242
202002.0,2.0,20.0,93.0,7798113.7699998105,24957180.44999885,17159066.679999843
202002.0,1.0,30.0,52.0,4012884.2900000075,12524240.899999721,8511356.609999998
202002.0,1.0,50.0,11.0,35688852.060000576,108534150.88000613,72845298.81999815
202002.0,2.0,60.0,32.0,20381700.96999993,79246775.6100031,58865074.639998116
202002.0,1.0,0.0,76.0,13583927.199999953,38291656.67999889,24707729.479999565
202002.0,2.0,60.0,53.0,11069221.199999938,37243447.289999336,26174226.089999374
202002.0,2.0,70.0,84.0,28816896.310000647,102034839.31000106,73217942.99999663
202002.0,1.0,80.0,52.0,5839148.569999983,29327487.659999236,23488339.08999945
202002.0,2.0,0.0,84.0,23628505.400000256,56730034.100000836,33101528.6999989
202002.0,1.0,20.0,52.0,2814534.2699999944,8294246.5099997455,5479712.239999968
202002.0,2.0,80.0,84.0,24912058.43000068,113412651.18000078,88500592.74999775
202002.0,2.0,30.0,84.0,17871743.74999997,55108599.23000206,37236855.47999839
202002.0,1.0,0.0,24.0,5442988.159999934,14082431.599999558,8639443.439999972
202002.0,2.0,20.0,75.0,7600998.089999859,23008821.319999,15407823.230000097
202002.0,2.0,50.0,32.0,18967350.450000178,63637184.550001755,44669834.09999822
202002.0,2.0,50.0,11.0,48202292.60000058,129325136.68001099,81122844.0799987
202002.0,2.0,80.0,52.0,9997197.979999987,42624238.9099992,32627040.92999898
202002.0,1.0,40.0,28.0,5567470.579999968,17062645.659999415,11495175.079999981
202002.0,2.0,40.0,75.0,15857232.739999978,45073095.61999986,29215862.879998915
202002.0,2.0,40.0,84.0,23603932.340000097,63257976.97000121,39654044.629998915
202002.0,2.0,20.0,11.0,24939429.49000014,64216862.280003935,39277432.78999839
202002.0,2.0,50.0,75.0,20625436.850000188,63491758.6800021,42866321.82999852
202002.0,2.0,70.0,52.0,11281158.189999998,39274481.4399991,27993323.249998692
202002.0,2.0,50.0,24.0,8060150.93999992,25211762.819998957,17151611.879999623
202002.0,2.0,80.0,53.0,9690765.789999962,50300310.41999919,40609544.62999801
202002.0,1.0,80.0,5.0,1839023.359999991,16951278.219999745,15112254.859999847
202002.0,2.0,80.0,24.0,7146564.860000005,33016528.60999858,25869963.74999914
202002.0,1.0,50.0,53.0,7793516.679999917,26480634.899999525,18687118.21999965
202002.0,1.0,60.0,93.0,17691514.539999995,87154909.42000504,69463394.88000011
202002.0,2.0,20.0,53.0,3581441.2199999993,11648250.289999604,8066809.069999973
202002.0,2.0,20.0,5.0,1708748.7299999993,7524177.339999986,5815428.610000005
202002.0,1.0,50.0,52.0,9278032.629999917,29751555.55999923,20473522.929999452
202002.0,1.0,30.0,76.0,6820335.639999909,22819797.049999136,15999461.409999909
202002.0,1.0,50.0,93.0,15776688.289999856,59393229.85000135,43616541.55999903
202002.0,2.0,40.0,93.0,15468000.950000003,47351171.249999925,31883170.299998824
202002.0,1.0,80.0,75.0,12033849.479999986,69702707.62000036,57668858.13999753
202002.0,2.0,60.0,44.0,23036495.40000012,74856720.8700034,51820225.46999892
202002.0,1.0,0.0,93.0,12810081.440000042,36854958.709998615,24044877.26999973
202002.0,2.0,0.0,52.0,10042028.359999914,23032142.17999915,12990113.820000062
202002.0,1.0,60.0,27.0,9166768.229999876,40853076.9600002,31686308.72999905
202002.0,1.0,70.0,5.0,2888244.059999989,21951549.799999632,19063305.73999997
202002.0,1.0,80.0,44.0,11072974.019999973,50493650.42999933,39420676.409998834
202002.0,1.0,0.0,52.0,9334102.96999997,22906358.989999466,13572256.020000055
202002.0,2.0,80.0,5.0,3516700.949999981,29456596.72999976,25939895.78000006
202002.0,2.0,0.0,24.0,5974425.319999884,14137337.509999525,8162912.1899999995
202002.0,1.0,70.0,76.0,17581765.169999912,93036251.94000171,75454486.76999815
202002.0,1.0,40.0,44.0,11567065.769999847,33579533.57999899,22012467.80999947
202002.0,1.0,60.0,75.0,20502219.990000073,93471382.18000607,72969162.18999906
202002.0,2.0,20.0,84.0,12445335.869999774,36400936.609999195,23955600.73999926
202002.0,1.0,80.0,84.0,14031342.789999899,73031482.96000093,59000140.1699982
202002.0,1.0,80.0,24.0,4426357.989999982,23822627.829999194,19396269.839999888
202002.0,1.0,40.0,27.0,5038284.509999971,14764898.559999486,9726614.049999857
202002.0,1.0,80.0,53.0,4991189.900000018,30048985.769999295,25057795.86999967
202002.0,1.0,40.0,76.0,10754837.879999975,35428209.25999911,24673371.37999941
202002.0,2.0,0.0,76.0,14187264.869999945,35574003.84999829,21386738.979999665
202002.0,2.0,80.0,76.0,21376255.460000403,120639703.25000149,99263447.78999738
202002.0,2.0,80.0,75.0,21410185.440000255,107761957.4900028,86351772.04999708
202002.0,2.0,70.0,53.0,10056354.070000026,39481817.85999928,29425463.78999896
202002.0,2.0,60.0,27.0,10833451.049999982,36332567.25999959,25499116.209999356
202002.0,1.0,60.0,5.0,3841118.30999997,28625845.209999558,24784726.89999986
202002.0,2.0,70.0,5.0,3798046.5799999605,23905892.089999482,20107845.51
202002.0,1.0,50.0,76.0,16145353.35999977,59701686.53000143,43556333.16999923
